ProjectID,MonthStart,BudgetEUR,ActualEUR,CommittedEUR,EAC_EUR,CostDriver,Currency
PRJ00025,2025-03-01,535214,472758,2585408,11471381,Design Rework,EUR
PRJ00025,2025-04-01,524019,654766,2311768,11543139,Design Rework,EUR
PRJ00025,2025-05-01,505608,560157,1710307,11583970,Design Rework,EUR
PRJ00025,2025-06-01,479458,400066,1673702,11509477,Design Rework,EUR
PRJ00025,2025-07-01,445044,518562,1216510,11483477,Design Rework,EUR
PRJ00025,2025-08-01,401844,573036,1335354,11672160,Design Rework,EUR
PRJ00025,2025-09-01,349333,324128,758477,11578795,Design Rework,EUR
PRJ00025,2025-10-01,286989,294436,485567,11548379,Design Rework,EUR
PRJ00025,2025-11-01,214287,163008,249136,11474867,Design Rework,EUR
PRJ00025,2025-12-01,130703,136913,165420,11456944,Design Rework,EUR
PRJ00025,2026-01-01,35715,39317,39317,11457649,Design Rework,EUR
PRJ00026,2024-02-01,1141,798,13787945,38549695,Scope Change,EUR
PRJ00026,2024-03-01,16699,19425,13826091,38510916,Scope Change,EUR
PRJ00026,2024-04-01,49179,38619,19747856,40198019,Scope Change,EUR
PRJ00026,2024-05-01,96924,131572,15773962,37079393,Scope Change,EUR
PRJ00026,2024-06-01,158279,202941,13532650,40182541,Scope Change,EUR
PRJ00026,2024-07-01,231587,350914,13795553,39650927,Scope Change,EUR
PRJ00026,2024-08-01,315193,328053,24104228,39036091,Scope Change,EUR
PRJ00026,2024-09-01,407439,350005,17882857,39335467,Scope Change,EUR
PRJ00026,2024-10-01,506671,503109,22697265,38342402,Scope Change,EUR
PRJ00026,2024-11-01,611232,609703,17665570,37818728,Scope Change,EUR
PRJ00026,2024-12-01,719465,846333,18419253,37492611,Scope Change,EUR
PRJ00026,2025-01-01,829715,611792,22759380,38909225,Scope Change,EUR
PRJ00026,2025-02-01,940325,1033362,13652173,38197526,Scope Change,EUR
PRJ00026,2025-03-01,1049640,943774,15971795,39361091,Scope Change,EUR
PRJ00026,2025-04-01,1156003,1154191,14735684,38212961,Scope Change,EUR
PRJ00026,2025-05-01,1257759,1727948,15158915,38071379,Scope Change,EUR
PRJ00026,2025-06-01,1353250,1757240,18912372,37526775,Scope Change,EUR
PRJ00026,2025-07-01,1440821,1793092,13368179,37796740,Scope Change,EUR
PRJ00026,2025-08-01,1518816,1862094,16100703,37753329,Scope Change,EUR
PRJ00026,2025-09-01,1585579,1661113,12609089,38343828,Scope Change,EUR
PRJ00026,2025-10-01,1639453,1787655,12050914,37836103,Scope Change,EUR
PRJ00026,2025-11-01,1678782,1323938,11494217,37017661,Scope Change,EUR
PRJ00026,2025-12-01,1701911,1456317,12256939,37687819,Scope Change,EUR
PRJ00026,2026-01-01,1707183,1920735,8791189,37215090,Scope Change,EUR
PRJ00026,2026-02-01,1692942,1486874,8570178,36270375,Scope Change,EUR
PRJ00026,2026-03-01,1657532,2049656,6678323,36425619,Scope Change,EUR
PRJ00026,2026-04-01,1599297,1743489,7072548,36488255,Scope Change,EUR
PRJ00026,2026-05-01,1516580,1578886,4611832,36078419,Scope Change,EUR
PRJ00026,2026-06-01,1407726,1379350,4293697,35670297,Scope Change,EUR
PRJ00026,2026-07-01,1271078,1511633,3404435,35823145,Scope Change,EUR
PRJ00026,2026-08-01,1104981,1363777,2888825,35984391,Scope Change,EUR
PRJ00026,2026-09-01,907778,840340,1536471,35768609,Scope Change,EUR
PRJ00026,2026-10-01,677813,675218,969216,35625893,Scope Change,EUR
PRJ00026,2026-11-01,413429,439365,497904,35617287,Scope Change,EUR
PRJ00026,2026-12-01,112972,131449,131449,35614761,Scope Change,EUR
PRJ00027,2024-08-01,3747,5402,65514674,102134271,Scope Change,EUR
PRJ00027,2024-09-01,73193,66118,59209188,100905089,Scope Change,EUR
PRJ00027,2024-10-01,222848,261584,42071330,107315505,Scope Change,EUR
PRJ00027,2024-11-01,442975,560520,40232655,101283040,Scope Change,EUR
PRJ00027,2024-12-01,723838,856664,49055887,104338560,Scope Change,EUR
PRJ00027,2025-01-01,1055702,1112696,50097191,106087338,Scope Change,EUR
PRJ00027,2025-02-01,1428828,1057848,39950439,104108561,Scope Change,EUR
PRJ00027,2025-03-01,1833482,2442437,47332240,101750209,Scope Change,EUR
PRJ00027,2025-04-01,2259927,1963915,46412890,100585004,Scope Change,EUR
PRJ00027,2025-05-01,2698426,3487659,55253919,108727378,Scope Change,EUR
PRJ00027,2025-06-01,3139244,4143665,39585919,105187235,Scope Change,EUR
PRJ00027,2025-07-01,3572643,3065970,56717950,101761654,Scope Change,EUR
PRJ00027,2025-08-01,3988888,3411240,38962094,102928325,Scope Change,EUR
PRJ00027,2025-09-01,4378242,4475271,33399327,101782022,Scope Change,EUR
PRJ00027,2025-10-01,4730969,6065509,40320216,101896116,Scope Change,EUR
PRJ00027,2025-11-01,5037332,4944946,42327517,101837572,Scope Change,EUR
PRJ00027,2025-12-01,5287596,5914642,33526207,99058678,Scope Change,EUR
PRJ00027,2026-01-01,5472023,5475245,28790640,99707852,Scope Change,EUR
PRJ00027,2026-02-01,5580878,7007155,28478103,99740467,Scope Change,EUR
PRJ00027,2026-03-01,5604424,5460324,24638349,100163715,Scope Change,EUR
PRJ00027,2026-04-01,5532925,5296589,19744771,97381682,Scope Change,EUR
PRJ00027,2026-05-01,5356644,4797270,21045639,97685652,Scope Change,EUR
PRJ00027,2026-06-01,5065846,4505892,14728152,95069482,Scope Change,EUR
PRJ00027,2026-07-01,4650793,6095691,12807679,96360867,Scope Change,EUR
PRJ00027,2026-08-01,4101750,4221330,8745623,95830299,Scope Change,EUR
PRJ00027,2026-09-01,3408980,3107981,6461724,94685367,Scope Change,EUR
PRJ00027,2026-10-01,2562747,1971092,3332308,94017620,Scope Change,EUR
PRJ00027,2026-11-01,1553314,1625461,1814931,93840350,Scope Change,EUR
PRJ00027,2026-12-01,370946,347752,347752,93747870,Scope Change,EUR
PRJ00028,2026-03-01,9733,11969,45182081,83423694,Scope Change,EUR
PRJ00028,2026-04-01,1224388,1354701,35087347,89687158,Scope Change,EUR
PRJ00028,2026-05-01,3938864,4401302,57571274,82998125,Scope Change,EUR
PRJ00028,2026-06-01,7391593,8313345,39505942,82017732,Scope Change,EUR
PRJ00028,2026-07-01,10821009,10077395,41839828,80331087,Scope Change,EUR
PRJ00028,2026-08-01,13465545,16174815,41392093,81513172,Scope Change,EUR
PRJ00028,2026-09-01,14563634,16957716,35296367,82699862,Scope Change,EUR
PRJ00028,2026-10-01,13353710,12254308,19417416,80185274,Scope Change,EUR
PRJ00028,2026-11-01,9074206,11528335,11952664,82142640,Scope Change,EUR
PRJ00028,2026-12-01,963555,1014532,1014532,82088418,Scope Change,EUR
PRJ00029,2023-04-01,2265,2099,65357659,98403521,FX/Imports,EUR
PRJ00029,2023-05-01,23061,28466,62361112,99288457,FX/Imports,EUR
PRJ00029,2023-06-01,64360,72028,39760590,98785155,FX/Imports,EUR
PRJ00029,2023-07-01,124644,90183,37808509,97895843,FX/Imports,EUR
PRJ00029,2023-08-01,202397,183916,37961478,95487050,FX/Imports,EUR
PRJ00029,2023-09-01,296103,368236,50919166,96600145,FX/Imports,EUR
PRJ00029,2023-10-01,404243,495125,48556751,99026450,FX/Imports,EUR
PRJ00029,2023-11-01,525303,672315,61685340,101135656,FX/Imports,EUR
PRJ00029,2023-12-01,657764,552968,44768281,95127607,FX/Imports,EUR
PRJ00029,2024-01-01,800110,958903,63211870,103719392,FX/Imports,EUR
PRJ00029,2024-02-01,950824,813480,44157562,93507976,FX/Imports,EUR
PRJ00029,2024-03-01,1108390,1464780,57397768,88741965,FX/Imports,EUR
PRJ00029,2024-04-01,1271290,1668736,54563010,96104864,FX/Imports,EUR
PRJ00029,2024-05-01,1438008,911303,40541020,98365641,FX/Imports,EUR
PRJ00029,2024-06-01,1607027,1783135,36231289,99177146,FX/Imports,EUR
PRJ00029,2024-07-01,1776830,1268818,59184070,95327233,FX/Imports,EUR
PRJ00029,2024-08-01,1945901,2468873,33541088,97109268,FX/Imports,EUR
PRJ00029,2024-09-01,2112722,1488653,47854626,95722037,FX/Imports,EUR
PRJ00029,2024-10-01,2275777,2555769,54046027,95280813,FX/Imports,EUR
PRJ00029,2024-11-01,2433549,3025023,46804160,94349359,FX/Imports,EUR
PRJ00029,2024-12-01,2584521,2712192,42180516,96545768,FX/Imports,EUR
PRJ00029,2025-01-01,2727177,3486681,36265126,96981675,FX/Imports,EUR
PRJ00029,2025-02-01,2859999,3187649,35958543,96253638,FX/Imports,EUR
PRJ00029,2025-03-01,2981471,4417988,30157985,98570744,FX/Imports,EUR
PRJ00029,2025-04-01,3090076,2201013,39274145,96337151,FX/Imports,EUR
PRJ00029,2025-05-01,3184298,2927221,31471923,94005447,FX/Imports,EUR
PRJ00029,2025-06-01,3262618,1554225,29724553,95171561,FX/Imports,EUR
PRJ00029,2025-07-01,3323522,3138940,35316391,92987565,FX/Imports,EUR
PRJ00029,2025-08-01,3365491,2314345,30181695,90356836,FX/Imports,EUR
PRJ00029,2025-09-01,3387009,2133921,26812606,88466419,FX/Imports,EUR
PRJ00029,2025-10-01,3386560,1968986,24486361,86577583,FX/Imports,EUR
PRJ00029,2025-11-01,3362626,3004714,24753918,85220472,FX/Imports,EUR
PRJ00029,2025-12-01,3313690,3655726,17781696,85522468,FX/Imports,EUR
PRJ00029,2026-01-01,3238237,3781825,20603045,86206845,FX/Imports,EUR
PRJ00029,2026-02-01,3134748,4134603,15065747,86968950,FX/Imports,EUR
PRJ00029,2026-03-01,3001708,3909155,10650235,87777916,FX/Imports,EUR
PRJ00029,2026-04-01,2837599,1999068,9391971,85720120,FX/Imports,EUR
PRJ00029,2026-05-01,2640905,2154545,7410056,85034077,FX/Imports,EUR
PRJ00029,2026-06-01,2410109,2616430,5701060,84857191,FX/Imports,EUR
PRJ00029,2026-07-01,2143694,2336922,6220184,84563454,FX/Imports,EUR
PRJ00029,2026-08-01,1840143,2627758,5403737,85243689,FX/Imports,EUR
PRJ00029,2026-09-01,1497940,1418486,2886142,84801243,FX/Imports,EUR
PRJ00029,2026-10-01,1115567,1396002,1994868,85000450,FX/Imports,EUR
PRJ00029,2026-11-01,691508,683761,793743,84890463,FX/Imports,EUR
PRJ00029,2026-12-01,224247,254110,254110,84889075,FX/Imports,EUR
PRJ00030,2024-12-01,862,883,12548732,19632836,Design Rework,EUR
PRJ00030,2025-01-01,21356,23478,8949558,19798531,Design Rework,EUR
PRJ00030,2025-02-01,66457,71746,11372193,17866165,Design Rework,EUR
PRJ00030,2025-03-01,132610,159704,12958912,19061041,Design Rework,EUR
PRJ00030,2025-04-01,216257,235973,14072342,19296470,Design Rework,EUR
PRJ00030,2025-05-01,313841,362837,10026852,19613785,Design Rework,EUR
PRJ00030,2025-06-01,421806,391597,8930523,19113585,Design Rework,EUR
PRJ00030,2025-07-01,536594,582872,7422897,18702102,Design Rework,EUR
PRJ00030,2025-08-01,654648,674387,7445854,19373365,Design Rework,EUR
PRJ00030,2025-09-01,772412,886309,9077074,18436631,Design Rework,EUR
PRJ00030,2025-10-01,886329,972471,11775379,18586117,Design Rework,EUR
PRJ00030,2025-11-01,992842,1229670,7755414,19817148,Design Rework,EUR
PRJ00030,2025-12-01,1088393,1056059,6422821,19443413,Design Rework,EUR
PRJ00030,2026-01-01,1169427,1162282,8137473,19312380,Design Rework,EUR
PRJ00030,2026-02-01,1232386,1363648,6123665,19079548,Design Rework,EUR
PRJ00030,2026-03-01,1273713,1345187,5245850,19437762,Design Rework,EUR
PRJ00030,2026-04-01,1289851,1249917,6581004,19403340,Design Rework,EUR
PRJ00030,2026-05-01,1277244,1417663,4651432,19323204,Design Rework,EUR
PRJ00030,2026-06-01,1232334,1253292,3732248,19258149,Design Rework,EUR
PRJ00030,2026-07-01,1151565,1287689,3523891,18931453,Design Rework,EUR
PRJ00030,2026-08-01,1031380,915981,2225880,18809058,Design Rework,EUR
PRJ00030,2026-09-01,868222,901741,1442372,18826089,Design Rework,EUR
PRJ00030,2026-10-01,658533,715688,955967,18773795,Design Rework,EUR
PRJ00030,2026-11-01,398758,433895,496911,18784551,Design Rework,EUR
PRJ00030,2026-12-01,85339,97695,97695,18792662,Design Rework,EUR
PRJ00031,2026-02-01,2169,2429,14497238,20776546,Productivity Delay,EUR
PRJ00031,2026-03-01,227993,211080,14686097,19808888,Productivity Delay,EUR
PRJ00031,2026-04-01,738354,812102,11853513,20248559,Productivity Delay,EUR
PRJ00031,2026-05-01,1409502,1667938,12313851,20562214,Productivity Delay,EUR
PRJ00031,2026-06-01,2117691,2358600,8527145,21117570,Productivity Delay,EUR
PRJ00031,2026-07-01,2739173,3539016,9474017,21418156,Productivity Delay,EUR
PRJ00031,2026-08-01,3150198,2792569,6836873,20782347,Productivity Delay,EUR
PRJ00031,2026-09-01,3227019,2989600,6026832,19851912,Productivity Delay,EUR
PRJ00031,2026-10-01,2845887,2509372,3960539,19182438,Productivity Delay,EUR
PRJ00031,2026-11-01,1883054,1681576,1817881,18810836,Productivity Delay,EUR
PRJ00031,2026-12-01,214773,227234,227234,18791518,Productivity Delay,EUR
PRJ00032,2025-10-01,9043,9333,48108445,117025535,Scope Change,EUR
PRJ00032,2025-11-01,537828,508177,81535141,121250403,Scope Change,EUR
PRJ00032,2025-12-01,1746937,2058553,82018965,126331301,Scope Change,EUR
PRJ00032,2026-01-01,3448385,3983650,48633656,122564325,Scope Change,EUR
PRJ00032,2026-02-01,5454189,6559724,52101515,128971675,Scope Change,EUR
PRJ00032,2026-03-01,7576363,6873696,62876818,122402341,Scope Change,EUR
PRJ00032,2026-04-01,9626924,11986151,54169827,122500104,Scope Change,EUR
PRJ00032,2026-05-01,11417889,12401906,59875818,126236683,Scope Change,EUR
PRJ00032,2026-06-01,12761272,15128596,47123143,121118997,Scope Change,EUR
PRJ00032,2026-07-01,13469090,10911137,31566266,117557717,Scope Change,EUR
PRJ00032,2026-08-01,13353358,15291237,34715230,118425496,Scope Change,EUR
PRJ00032,2026-09-01,12226093,13349839,21023441,118489400,Scope Change,EUR
PRJ00032,2026-10-01,9899310,10648951,16284191,117818843,Scope Change,EUR
PRJ00032,2026-11-01,6185025,6736661,7097601,117429156,Scope Change,EUR
PRJ00032,2026-12-01,895254,926076,926076,117373687,Scope Change,EUR
PRJ00033,2026-02-01,2943,2388,12199881,29032366,Scope Change,EUR
PRJ00033,2026-03-01,309255,386949,20102498,28466761,Scope Change,EUR
PRJ00033,2026-04-01,1001520,1234836,11093558,29135615,Scope Change,EUR
PRJ00033,2026-05-01,1911882,1828393,13209920,29121631,Scope Change,EUR
PRJ00033,2026-06-01,2872487,2920920,16156266,27175030,Scope Change,EUR
PRJ00033,2026-07-01,3715478,4640252,10844428,28322135,Scope Change,EUR
PRJ00033,2026-08-01,4273002,5012624,13393575,27946698,Scope Change,EUR
PRJ00033,2026-09-01,4377204,5002141,7758728,28759627,Scope Change,EUR
PRJ00033,2026-10-01,3860228,4431334,6430727,28499016,Scope Change,EUR
PRJ00033,2026-11-01,2554219,2914716,3064487,28689745,Scope Change,EUR
PRJ00033,2026-12-01,291323,286333,286333,28660885,Scope Change,EUR
PRJ00034,2023-08-01,2055,2508,26060713,44961295,Productivity Delay,EUR
PRJ00034,2023-09-01,47763,49737,19959365,46176406,Productivity Delay,EUR
PRJ00034,2023-10-01,147836,150990,19961333,47098463,Productivity Delay,EUR
PRJ00034,2023-11-01,294774,331489,24765657,48130295,Productivity Delay,EUR
PRJ00034,2023-12-01,481076,535999,25933740,48149023,Productivity Delay,EUR
PRJ00034,2024-01-01,699242,626584,20166982,46853771,Productivity Delay,EUR
PRJ00034,2024-02-01,941772,1173685,26660610,47341954,Productivity Delay,EUR
PRJ00034,2024-03-01,1201164,1286166,31097790,45478511,Productivity Delay,EUR
PRJ00034,2024-04-01,1469919,1683353,29357137,49568721,Productivity Delay,EUR
PRJ00034,2024-05-01,1740536,1718818,29592762,48809262,Productivity Delay,EUR
PRJ00034,2024-06-01,2005516,1694068,27016005,47102193,Productivity Delay,EUR
PRJ00034,2024-07-01,2257357,2342521,24103886,46373016,Productivity Delay,EUR
PRJ00034,2024-08-01,2488559,2324956,21482951,47313630,Productivity Delay,EUR
PRJ00034,2024-09-01,2691622,3157190,20841318,48236207,Productivity Delay,EUR
PRJ00034,2024-10-01,2859046,2576616,16568352,46502973,Productivity Delay,EUR
PRJ00034,2024-11-01,2983329,3140816,14793997,46603972,Productivity Delay,EUR
PRJ00034,2024-12-01,3056973,3402217,15735310,45929543,Productivity Delay,EUR
PRJ00034,2025-01-01,3072476,3363260,11403257,45719947,Productivity Delay,EUR
PRJ00034,2025-02-01,3022338,3014478,12517596,46057618,Productivity Delay,EUR
PRJ00034,2025-03-01,2899059,2502152,9137541,45686999,Productivity Delay,EUR
PRJ00034,2025-04-01,2695138,2403429,6283604,44722134,Productivity Delay,EUR
PRJ00034,2025-05-01,2403075,2332161,4911317,45054551,Productivity Delay,EUR
PRJ00034,2025-06-01,2015370,1817734,3655215,44504856,Productivity Delay,EUR
PRJ00034,2025-07-01,1524522,1588669,2051737,44448674,Productivity Delay,EUR
PRJ00034,2025-08-01,923031,895280,1006687,44320824,Productivity Delay,EUR
PRJ00034,2025-09-01,203396,185956,185956,44300832,Productivity Delay,EUR
PRJ00035,2025-09-01,2968,3133,28749590,41063850,Inflation/Materials,EUR
PRJ00035,2025-10-01,157318,167508,29761491,43206049,Inflation/Materials,EUR
PRJ00035,2025-11-01,509755,524447,26439603,40470579,Inflation/Materials,EUR
PRJ00035,2025-12-01,1010119,954308,29751051,39581762,Inflation/Materials,EUR
PRJ00035,2026-01-01,1608248,1530999,21984877,40820255,Inflation/Materials,EUR
PRJ00035,2026-02-01,2253978,2897072,25317586,43443146,Inflation/Materials,EUR
PRJ00035,2026-03-01,2897150,2646701,26112217,40185604,Inflation/Materials,EUR
PRJ00035,2026-04-01,3487600,4150329,16154988,41596273,Inflation/Materials,EUR
PRJ00035,2026-05-01,3975168,3777547,13759556,40106842,Inflation/Materials,EUR
PRJ00035,2026-06-01,4309691,4611846,13004799,41937139,Inflation/Materials,EUR
PRJ00035,2026-07-01,4441007,5633981,13925886,40956002,Inflation/Materials,EUR
PRJ00035,2026-08-01,4318955,4941975,12236255,41944938,Inflation/Materials,EUR
PRJ00035,2026-09-01,3893372,3533468,6780466,41077708,Inflation/Materials,EUR
PRJ00035,2026-10-01,3114097,3189693,4557453,41066807,Inflation/Materials,EUR
PRJ00035,2026-11-01,1930969,2041532,2213066,40919011,Inflation/Materials,EUR
PRJ00035,2026-12-01,293825,343552,343552,40948091,Inflation/Materials,EUR
PRJ00036,2026-05-01,4283,5161,14992912,27120550,Risk Realised,EUR
PRJ00036,2026-06-01,827372,866762,17030514,27540695,Risk Realised,EUR
PRJ00036,2026-07-01,2583173,2274084,18926019,28169441,Risk Realised,EUR
PRJ00036,2026-08-01,4559435,5209573,16018050,27352866,Risk Realised,EUR
PRJ00036,2026-09-01,6043902,6936555,11785793,29418771,Risk Realised,EUR
PRJ00036,2026-10-01,6324321,6614104,9970426,27605413,Risk Realised,EUR
PRJ00036,2026-11-01,4688440,6057443,6374130,28410096,Risk Realised,EUR
PRJ00036,2026-12-01,424004,437103,437103,28400785,Risk Realised,EUR
PRJ00037,2024-02-01,2077,1826,26550208,65098757,Design Rework,EUR
PRJ00037,2024-03-01,30398,40346,33901566,65968026,Design Rework,EUR
PRJ00037,2024-04-01,89521,95816,25171377,67927542,Design Rework,EUR
PRJ00037,2024-05-01,176432,167700,34646152,67229667,Design Rework,EUR
PRJ00037,2024-06-01,288117,317954,41781349,62953599,Design Rework,EUR
PRJ00037,2024-07-01,421561,410075,40264306,65593763,Design Rework,EUR
PRJ00037,2024-08-01,573749,515048,36670134,72653351,Design Rework,EUR
PRJ00037,2024-09-01,741667,771954,38300784,65756916,Design Rework,EUR
PRJ00037,2024-10-01,922299,964405,24424611,65735057,Design Rework,EUR
PRJ00037,2024-11-01,1112632,1003063,31549307,66093550,Design Rework,EUR
PRJ00037,2024-12-01,1309651,1291982,41945340,66053626,Design Rework,EUR
PRJ00037,2025-01-01,1510340,1449115,31083936,64919248,Design Rework,EUR
PRJ00037,2025-02-01,1711685,1766054,25132703,67929544,Design Rework,EUR
PRJ00037,2025-03-01,1910672,2176834,28577517,65623125,Design Rework,EUR
PRJ00037,2025-04-01,2104286,2283415,38661914,65393520,Design Rework,EUR
PRJ00037,2025-05-01,2289513,2441773,28526818,64375706,Design Rework,EUR
PRJ00037,2025-06-01,2463337,2154708,23199437,65010883,Design Rework,EUR
PRJ00037,2025-07-01,2622744,2798454,28955014,67614751,Design Rework,EUR
PRJ00037,2025-08-01,2764719,2636419,28221841,64603875,Design Rework,EUR
PRJ00037,2025-09-01,2886248,2557759,18449422,64781868,Design Rework,EUR
PRJ00037,2025-10-01,2984315,3473453,19735293,65195009,Design Rework,EUR
PRJ00037,2025-11-01,3055907,2834618,19622349,62872453,Design Rework,EUR
PRJ00037,2025-12-01,3098009,3346065,13722695,62856031,Design Rework,EUR
PRJ00037,2026-01-01,3107606,3163142,14386416,63840557,Design Rework,EUR
PRJ00037,2026-02-01,3081683,2982983,12294875,62385879,Design Rework,EUR
PRJ00037,2026-03-01,3017225,3622258,11246938,63804373,Design Rework,EUR
PRJ00037,2026-04-01,2911219,2927961,10027265,62444914,Design Rework,EUR
PRJ00037,2026-05-01,2760649,2796590,11084142,63081009,Design Rework,EUR
PRJ00037,2026-06-01,2562500,2540345,8523885,62526935,Design Rework,EUR
PRJ00037,2026-07-01,2313759,2519268,6948702,62181793,Design Rework,EUR
PRJ00037,2026-08-01,2011410,2117878,4275663,62458526,Design Rework,EUR
PRJ00037,2026-09-01,1652439,1644023,3342067,62217085,Design Rework,EUR
PRJ00037,2026-10-01,1233830,1198394,1675963,62092745,Design Rework,EUR
PRJ00037,2026-11-01,752570,801921,923165,62037642,Design Rework,EUR
PRJ00037,2026-12-01,205644,205728,205728,62019329,Design Rework,EUR
PRJ00038,2024-09-01,1898,2265,23892289,51004356,Contractor Claims,EUR
PRJ00038,2024-10-01,39180,47135,29009355,48691267,Contractor Claims,EUR
PRJ00038,2024-11-01,119951,125633,21739664,48564909,Contractor Claims,EUR
PRJ00038,2024-12-01,238711,317721,19370932,51091335,Contractor Claims,EUR
PRJ00038,2025-01-01,389961,466973,29474977,50234166,Contractor Claims,EUR
PRJ00038,2025-02-01,568203,592007,22982441,51096342,Contractor Claims,EUR
PRJ00038,2025-03-01,767935,805453,24580933,47626181,Contractor Claims,EUR
PRJ00038,2025-04-01,983661,1143137,20775411,48009436,Contractor Claims,EUR
PRJ00038,2025-05-01,1209879,1245593,26648704,46015299,Contractor Claims,EUR
PRJ00038,2025-06-01,1441092,1357562,28230087,46055141,Contractor Claims,EUR
PRJ00038,2025-07-01,1671800,1820451,25446518,46271890,Contractor Claims,EUR
PRJ00038,2025-08-01,1896503,1582793,21639349,47279027,Contractor Claims,EUR
PRJ00038,2025-09-01,2109703,2360128,22103896,46772142,Contractor Claims,EUR
PRJ00038,2025-10-01,2305901,2649250,21460228,47980301,Contractor Claims,EUR
PRJ00038,2025-11-01,2479597,2606726,15128044,47100091,Contractor Claims,EUR
PRJ00038,2025-12-01,2625292,3161367,22321288,49130638,Contractor Claims,EUR
PRJ00038,2026-01-01,2737486,3208390,19683340,47470582,Contractor Claims,EUR
PRJ00038,2026-02-01,2810682,2726238,17798821,46566917,Contractor Claims,EUR
PRJ00038,2026-03-01,2839379,3080096,15566337,47002442,Contractor Claims,EUR
PRJ00038,2026-04-01,2818079,2885451,9957673,48113090,Contractor Claims,EUR
PRJ00038,2026-05-01,2741281,2864929,8556875,47048390,Contractor Claims,EUR
PRJ00038,2026-06-01,2603488,3134080,7681956,47865961,Contractor Claims,EUR
PRJ00038,2026-07-01,2399199,2753189,6476273,47806579,Contractor Claims,EUR
PRJ00038,2026-08-01,2122917,2128234,5352043,47714298,Contractor Claims,EUR
PRJ00038,2026-09-01,1769140,1953506,3592855,47695708,Contractor Claims,EUR
PRJ00038,2026-10-01,1332371,1330218,1900855,47450444,Contractor Claims,EUR
PRJ00038,2026-11-01,807110,829424,970370,47386170,Contractor Claims,EUR
PRJ00038,2026-12-01,187858,234115,234115,47412062,Contractor Claims,EUR
PRJ00039,2024-10-01,1447,1654,19606036,28880670,Design Rework,EUR
PRJ00039,2024-11-01,44281,47634,13820755,26430795,Design Rework,EUR
PRJ00039,2024-12-01,139961,137309,12599786,28426170,Design Rework,EUR
PRJ00039,2025-01-01,279573,284132,13304593,27844211,Design Rework,EUR
PRJ00039,2025-02-01,454204,429172,15870376,29604237,Design Rework,EUR
PRJ00039,2025-03-01,654940,570557,16881834,29977339,Design Rework,EUR
PRJ00039,2025-04-01,872867,1030981,12331740,27771499,Design Rework,EUR
PRJ00039,2025-05-01,1099072,1243225,10767251,29574607,Design Rework,EUR
PRJ00039,2025-06-01,1324639,1225834,16234230,28563747,Design Rework,EUR
PRJ00039,2025-07-01,1540656,2064704,13848051,26990586,Design Rework,EUR
PRJ00039,2025-08-01,1738209,1650309,12900150,29047410,Design Rework,EUR
PRJ00039,2025-09-01,1908383,2187885,9672342,28912893,Design Rework,EUR
PRJ00039,2025-10-01,2042265,2186041,10591390,27549476,Design Rework,EUR
PRJ00039,2025-11-01,2130941,1992139,11418288,27990074,Design Rework,EUR
PRJ00039,2025-12-01,2165498,2398106,9710431,28236607,Design Rework,EUR
PRJ00039,2026-01-01,2137020,2244437,6581811,28137659,Design Rework,EUR
PRJ00039,2026-02-01,2036595,2040351,5184823,28040840,Design Rework,EUR
PRJ00039,2026-03-01,1855309,2247056,4265899,28176821,Design Rework,EUR
PRJ00039,2026-04-01,1584248,1800904,3398657,28036860,Design Rework,EUR
PRJ00039,2026-05-01,1214497,1392973,1952853,28112584,Design Rework,EUR
PRJ00039,2026-06-01,737143,771764,879815,28100119,Design Rework,EUR
PRJ00039,2026-07-01,143273,158701,158701,28105868,Design Rework,EUR
PRJ00040,2024-09-01,1060,1023,17611752,24560960,FX/Imports,EUR
PRJ00040,2024-10-01,21877,21675,10542949,25355758,FX/Imports,EUR
PRJ00040,2024-11-01,66978,63633,15663605,26477150,FX/Imports,EUR
PRJ00040,2024-12-01,133292,132593,18193550,26141052,FX/Imports,EUR
PRJ00040,2025-01-01,217747,237374,13966203,27018821,FX/Imports,EUR
PRJ00040,2025-02-01,317274,297907,16274948,26571756,FX/Imports,EUR
PRJ00040,2025-03-01,428801,388499,16563552,24455990,FX/Imports,EUR
PRJ00040,2025-04-01,549258,555653,11683749,26123350,FX/Imports,EUR
PRJ00040,2025-05-01,675574,616572,15122223,26393946,FX/Imports,EUR
PRJ00040,2025-06-01,804679,939600,17270840,24978916,FX/Imports,EUR
PRJ00040,2025-07-01,933502,894330,14907040,25709893,FX/Imports,EUR
PRJ00040,2025-08-01,1058972,1095987,14344618,25018292,FX/Imports,EUR
PRJ00040,2025-09-01,1178019,1268445,12699738,25842284,FX/Imports,EUR
PRJ00040,2025-10-01,1287573,1158819,13817193,25315560,FX/Imports,EUR
PRJ00040,2025-11-01,1384561,1305633,9021907,25290769,FX/Imports,EUR
PRJ00040,2025-12-01,1465914,1414767,10638633,25659045,FX/Imports,EUR
PRJ00040,2026-01-01,1528562,1697615,8024373,25067121,FX/Imports,EUR
PRJ00040,2026-02-01,1569433,1912588,6969584,25400436,FX/Imports,EUR
PRJ00040,2026-03-01,1585457,1936098,7892479,25707557,FX/Imports,EUR
PRJ00040,2026-04-01,1573563,1827144,6518465,26023111,FX/Imports,EUR
PRJ00040,2026-05-01,1530681,1381102,4810200,25643560,FX/Imports,EUR
PRJ00040,2026-06-01,1453740,1366118,4372985,25450548,FX/Imports,EUR
