ProjectID,ReadinessArea,Status,Score,DueDate,LastUpdatedDate,OwnerRole
PRJ00064,Outage Plan,At Risk,0.55,2025-06-20,2025-05-18,HSE Lead
PRJ00064,Stakeholder Engagement,Not Started,0.0,2025-07-19,2025-08-05,Construction Manager
PRJ00064,Safety & Compliance,In Progress,0.46,2025-06-26,2025-05-26,HSE Lead
PRJ00064,Environmental,Not Started,0.0,2025-07-09,2025-06-13,Consents Lead
PRJ00064,Resource Plan,At Risk,0.13,2025-06-05,2025-06-25,PMO Lead
PRJ00065,Permits & Consents,Complete,1.0,2025-09-26,2025-09-24,Consents Lead
PRJ00065,Land Access,In Progress,0.35,2025-09-20,2025-10-08,Commercial Manager
PRJ00065,Design Maturity,Complete,1.0,2025-08-14,2025-08-08,Engineering Manager
PRJ00065,Procurement,Complete,1.0,2025-08-16,2025-08-01,Consents Lead
PRJ00065,Contractor Mobilisation,Complete,1.0,2025-08-15,2025-07-20,Commercial Manager
PRJ00065,Outage Plan,Complete,1.0,2025-09-14,2025-10-02,PMO Lead
PRJ00065,Stakeholder Engagement,Complete,1.0,2025-09-01,2025-08-05,PMO Lead
PRJ00065,Safety & Compliance,In Progress,0.45,2025-09-04,2025-08-31,Construction Manager
PRJ00065,Environmental,In Progress,0.33,2025-08-24,2025-08-10,Programme Controls
PRJ00065,Resource Plan,Complete,1.0,2025-08-10,2025-08-07,Commercial Manager
PRJ00066,Permits & Consents,Complete,1.0,2026-05-25,2026-01-18,Consents Lead
PRJ00066,Land Access,Complete,1.0,2026-06-07,2026-01-18,Engineering Manager
PRJ00066,Design Maturity,Complete,1.0,2026-05-27,2026-01-18,Construction Manager
PRJ00066,Procurement,Complete,1.0,2026-06-26,2026-01-18,Commercial Manager
PRJ00066,Contractor Mobilisation,Complete,1.0,2026-06-20,2026-01-18,Stakeholder Manager
PRJ00066,Outage Plan,Complete,1.0,2026-06-21,2026-01-18,Consents Lead
PRJ00066,Stakeholder Engagement,In Progress,0.67,2026-05-15,2026-01-18,Engineering Manager
PRJ00066,Safety & Compliance,Complete,1.0,2026-06-19,2026-01-18,PMO Lead
PRJ00066,Environmental,Not Started,0.0,2026-04-27,2026-01-18,PMO Lead
PRJ00066,Resource Plan,Complete,1.0,2026-05-31,2026-01-18,Programme Controls
PRJ00067,Permits & Consents,In Progress,0.65,2026-05-29,2026-01-18,Stakeholder Manager
PRJ00067,Land Access,Complete,1.0,2026-06-08,2026-01-18,HSE Lead
PRJ00067,Design Maturity,In Progress,0.68,2026-04-22,2026-01-18,HSE Lead
PRJ00067,Procurement,In Progress,0.46,2026-05-18,2026-01-18,Programme Controls
PRJ00067,Contractor Mobilisation,Complete,1.0,2026-05-11,2026-01-18,PMO Lead
PRJ00067,Outage Plan,Complete,1.0,2026-06-04,2026-01-18,PMO Lead
PRJ00067,Stakeholder Engagement,In Progress,0.28,2026-05-13,2026-01-18,Stakeholder Manager
PRJ00067,Safety & Compliance,Not Started,0.0,2026-05-12,2026-01-18,Stakeholder Manager
PRJ00067,Environmental,At Risk,0.31,2026-05-27,2026-01-18,HSE Lead
PRJ00067,Resource Plan,At Risk,0.25,2026-06-04,2026-01-18,HSE Lead
PRJ00068,Permits & Consents,Complete,1.0,2025-01-24,2025-02-02,Commercial Manager
PRJ00068,Land Access,In Progress,0.49,2024-12-31,2024-12-31,Consents Lead
PRJ00068,Design Maturity,In Progress,0.25,2024-12-29,2024-11-29,Commercial Manager
PRJ00068,Procurement,Not Started,0.0,2024-11-25,2024-11-05,HSE Lead
PRJ00068,Contractor Mobilisation,Complete,1.0,2025-01-02,2025-01-10,HSE Lead
PRJ00068,Outage Plan,Complete,1.0,2024-12-30,2025-01-15,Consents Lead
PRJ00068,Stakeholder Engagement,Complete,1.0,2025-01-14,2024-12-16,PMO Lead
PRJ00068,Safety & Compliance,In Progress,0.72,2024-11-28,2024-11-02,Stakeholder Manager
PRJ00068,Environmental,Complete,1.0,2024-11-30,2024-10-26,Consents Lead
PRJ00068,Resource Plan,In Progress,0.64,2024-11-19,2024-10-25,HSE Lead
PRJ00069,Permits & Consents,In Progress,0.62,2027-02-14,2026-01-18,Construction Manager
PRJ00069,Land Access,In Progress,0.6,2027-02-20,2026-01-18,Commercial Manager
PRJ00069,Design Maturity,In Progress,0.76,2027-01-02,2026-01-18,PMO Lead
PRJ00069,Procurement,In Progress,0.66,2027-02-12,2026-01-18,Programme Controls
PRJ00069,Contractor Mobilisation,In Progress,0.24,2027-02-01,2026-01-18,Engineering Manager
PRJ00069,Outage Plan,Complete,1.0,2027-01-05,2026-01-18,Construction Manager
PRJ00069,Stakeholder Engagement,In Progress,0.5,2027-01-09,2026-01-18,Commercial Manager
PRJ00069,Safety & Compliance,At Risk,0.46,2027-03-03,2026-01-18,PMO Lead
PRJ00069,Environmental,Not Started,0.0,2027-02-20,2026-01-18,Stakeholder Manager
PRJ00069,Resource Plan,Not Started,0.0,2027-01-29,2026-01-18,PMO Lead
PRJ00070,Permits & Consents,Complete,1.0,2026-05-13,2026-01-18,Programme Controls
PRJ00070,Land Access,Complete,1.0,2026-06-10,2026-01-18,Consents Lead
PRJ00070,Design Maturity,Complete,1.0,2026-05-21,2026-01-18,Consents Lead
PRJ00070,Procurement,In Progress,0.68,2026-06-14,2026-01-18,Engineering Manager
PRJ00070,Contractor Mobilisation,Complete,1.0,2026-06-24,2026-01-18,Construction Manager
PRJ00070,Outage Plan,Complete,1.0,2026-04-23,2026-01-18,Programme Controls
PRJ00070,Stakeholder Engagement,Not Started,0.0,2026-06-17,2026-01-18,PMO Lead
PRJ00070,Safety & Compliance,Complete,1.0,2026-06-11,2026-01-18,Construction Manager
PRJ00070,Environmental,At Risk,0.3,2026-06-02,2026-01-18,Commercial Manager
PRJ00070,Resource Plan,In Progress,0.68,2026-05-23,2026-01-18,Programme Controls
PRJ00071,Permits & Consents,In Progress,0.6,2027-05-07,2026-01-18,Consents Lead
PRJ00071,Land Access,At Risk,0.47,2027-03-28,2026-01-18,Programme Controls
PRJ00071,Design Maturity,Complete,1.0,2027-04-06,2026-01-18,Construction Manager
PRJ00071,Procurement,In Progress,0.7,2027-05-04,2026-01-18,Construction Manager
PRJ00071,Contractor Mobilisation,Not Started,0.0,2027-05-15,2026-01-18,Construction Manager
PRJ00071,Outage Plan,At Risk,0.4,2027-03-24,2026-01-18,Programme Controls
PRJ00071,Stakeholder Engagement,In Progress,0.35,2027-05-17,2026-01-18,Programme Controls
PRJ00071,Safety & Compliance,Not Started,0.0,2027-05-07,2026-01-18,Stakeholder Manager
PRJ00071,Environmental,In Progress,0.64,2027-05-04,2026-01-18,Commercial Manager
PRJ00071,Resource Plan,Complete,1.0,2027-03-21,2026-01-18,Engineering Manager
PRJ00072,Permits & Consents,Not Started,0.0,2026-06-30,2026-01-18,Consents Lead
PRJ00072,Land Access,In Progress,0.5,2026-07-11,2026-01-18,PMO Lead
PRJ00072,Design Maturity,Complete,1.0,2026-06-22,2026-01-18,Programme Controls
PRJ00072,Procurement,Complete,1.0,2026-07-25,2026-01-18,Commercial Manager
PRJ00072,Contractor Mobilisation,Complete,1.0,2026-06-15,2026-01-18,Commercial Manager
PRJ00072,Outage Plan,Complete,1.0,2026-07-29,2026-01-18,PMO Lead
PRJ00072,Stakeholder Engagement,Not Started,0.0,2026-07-31,2026-01-18,Programme Controls
PRJ00072,Safety & Compliance,In Progress,0.48,2026-06-30,2026-01-18,Engineering Manager
PRJ00072,Environmental,Complete,1.0,2026-08-07,2026-01-18,HSE Lead
PRJ00072,Resource Plan,Complete,1.0,2026-07-19,2026-01-18,Consents Lead
PRJ00073,Permits & Consents,In Progress,0.74,2025-08-18,2025-07-15,PMO Lead
PRJ00073,Land Access,Complete,1.0,2025-08-25,2025-07-18,HSE Lead
PRJ00073,Design Maturity,Complete,1.0,2025-08-27,2025-09-06,HSE Lead
PRJ00073,Procurement,In Progress,0.45,2025-07-21,2025-07-10,Engineering Manager
PRJ00073,Contractor Mobilisation,Complete,1.0,2025-08-14,2025-08-15,Programme Controls
PRJ00073,Outage Plan,At Risk,0.51,2025-07-23,2025-07-17,Consents Lead
PRJ00073,Stakeholder Engagement,Complete,1.0,2025-08-06,2025-08-19,HSE Lead
PRJ00073,Safety & Compliance,In Progress,0.48,2025-07-17,2025-06-12,Stakeholder Manager
PRJ00073,Environmental,Not Started,0.0,2025-07-01,2025-07-20,Programme Controls
PRJ00073,Resource Plan,Not Started,0.0,2025-08-23,2025-07-30,Construction Manager
PRJ00074,Permits & Consents,In Progress,0.77,2026-07-11,2026-01-18,Construction Manager
PRJ00074,Land Access,At Risk,0.47,2026-06-30,2026-01-18,Construction Manager
PRJ00074,Design Maturity,Complete,1.0,2026-06-07,2026-01-18,Consents Lead
PRJ00074,Procurement,At Risk,0.34,2026-06-19,2026-01-18,Engineering Manager
PRJ00074,Contractor Mobilisation,In Progress,0.38,2026-06-17,2026-01-18,Commercial Manager
PRJ00074,Outage Plan,In Progress,0.3,2026-06-16,2026-01-18,Engineering Manager
PRJ00074,Stakeholder Engagement,In Progress,0.8,2026-06-30,2026-01-18,Consents Lead
PRJ00074,Safety & Compliance,At Risk,0.34,2026-05-10,2026-01-18,Consents Lead
PRJ00074,Environmental,Complete,1.0,2026-06-22,2026-01-18,PMO Lead
PRJ00074,Resource Plan,Complete,1.0,2026-06-02,2026-01-18,Programme Controls
PRJ00075,Permits & Consents,At Risk,0.4,2025-06-01,2025-05-04,Construction Manager
PRJ00075,Land Access,In Progress,0.27,2025-06-11,2025-05-31,Engineering Manager
PRJ00075,Design Maturity,Complete,1.0,2025-06-17,2025-06-23,Programme Controls
PRJ00075,Procurement,In Progress,0.56,2025-05-09,2025-04-03,Consents Lead
PRJ00075,Contractor Mobilisation,Complete,1.0,2025-07-07,2025-07-24,Engineering Manager
PRJ00075,Outage Plan,Complete,1.0,2025-05-22,2025-04-29,Programme Controls
PRJ00075,Stakeholder Engagement,Complete,1.0,2025-07-13,2025-07-18,Commercial Manager
PRJ00075,Safety & Compliance,In Progress,0.36,2025-06-23,2025-06-06,HSE Lead
PRJ00075,Environmental,Complete,1.0,2025-07-13,2025-06-19,Engineering Manager
PRJ00075,Resource Plan,In Progress,0.51,2025-07-12,2025-06-26,Stakeholder Manager
PRJ00076,Permits & Consents,In Progress,0.33,2024-09-07,2024-09-03,Programme Controls
PRJ00076,Land Access,In Progress,0.63,2024-08-12,2024-07-16,Construction Manager
PRJ00076,Design Maturity,Not Started,0.0,2024-09-20,2024-09-02,HSE Lead
PRJ00076,Procurement,Not Started,0.0,2024-09-19,2024-10-07,HSE Lead
PRJ00076,Contractor Mobilisation,Complete,1.0,2024-09-12,2024-08-20,Commercial Manager
PRJ00076,Outage Plan,Not Started,0.0,2024-08-22,2024-08-08,HSE Lead
PRJ00076,Stakeholder Engagement,At Risk,0.57,2024-08-11,2024-08-13,HSE Lead
PRJ00076,Safety & Compliance,Complete,1.0,2024-09-17,2024-08-10,Consents Lead
PRJ00076,Environmental,In Progress,0.3,2024-08-31,2024-08-21,Stakeholder Manager
PRJ00076,Resource Plan,In Progress,0.41,2024-09-09,2024-08-14,Commercial Manager
PRJ00077,Permits & Consents,Not Started,0.0,2025-04-20,2025-03-28,Programme Controls
PRJ00077,Land Access,Complete,1.0,2025-04-13,2025-03-08,Engineering Manager
PRJ00077,Design Maturity,Not Started,0.0,2025-03-19,2025-02-11,Construction Manager
PRJ00077,Procurement,In Progress,0.28,2025-04-28,2025-05-18,Programme Controls
PRJ00077,Contractor Mobilisation,Not Started,0.0,2025-04-26,2025-04-11,Engineering Manager
PRJ00077,Outage Plan,At Risk,0.55,2025-05-04,2025-04-04,Construction Manager
PRJ00077,Stakeholder Engagement,In Progress,0.41,2025-03-27,2025-03-25,Programme Controls
PRJ00077,Safety & Compliance,In Progress,0.71,2025-04-05,2025-04-22,PMO Lead
PRJ00077,Environmental,Complete,1.0,2025-03-29,2025-03-06,Construction Manager
PRJ00077,Resource Plan,In Progress,0.52,2025-05-17,2025-04-18,PMO Lead
PRJ00078,Permits & Consents,Complete,1.0,2027-02-27,2026-01-18,Commercial Manager
PRJ00078,Land Access,In Progress,0.49,2027-04-09,2026-01-18,Commercial Manager
PRJ00078,Design Maturity,In Progress,0.38,2027-02-27,2026-01-18,Consents Lead
PRJ00078,Procurement,Complete,1.0,2027-04-11,2026-01-18,PMO Lead
PRJ00078,Contractor Mobilisation,In Progress,0.41,2027-03-07,2026-01-18,Consents Lead
PRJ00078,Outage Plan,Complete,1.0,2027-04-07,2026-01-18,Stakeholder Manager
PRJ00078,Stakeholder Engagement,In Progress,0.48,2027-04-05,2026-01-18,Programme Controls
PRJ00078,Safety & Compliance,Complete,1.0,2027-04-07,2026-01-18,Engineering Manager
PRJ00078,Environmental,Complete,1.0,2027-04-07,2026-01-18,Construction Manager
PRJ00078,Resource Plan,Complete,1.0,2027-03-27,2026-01-18,Stakeholder Manager
PRJ00079,Permits & Consents,Complete,1.0,2026-01-24,2025-12-22,Stakeholder Manager
PRJ00079,Land Access,In Progress,0.45,2026-03-05,2026-01-18,Commercial Manager
PRJ00079,Design Maturity,In Progress,0.3,2026-01-14,2026-01-18,Construction Manager
PRJ00079,Procurement,In Progress,0.3,2026-01-24,2025-12-19,Programme Controls
PRJ00079,Contractor Mobilisation,In Progress,0.47,2026-02-14,2026-01-06,Stakeholder Manager
PRJ00079,Outage Plan,Complete,1.0,2025-12-31,2025-12-24,Consents Lead
PRJ00079,Stakeholder Engagement,In Progress,0.46,2026-02-17,2026-01-18,Stakeholder Manager
PRJ00079,Safety & Compliance,In Progress,0.47,2026-01-04,2026-01-10,Construction Manager
PRJ00079,Environmental,Not Started,0.0,2026-01-04,2025-12-30,Construction Manager
PRJ00079,Resource Plan,In Progress,0.33,2026-02-13,2026-01-18,HSE Lead
PRJ00080,Permits & Consents,In Progress,0.57,2025-02-26,2025-01-23,HSE Lead
PRJ00080,Land Access,In Progress,0.41,2025-01-21,2025-01-15,Consents Lead
PRJ00080,Design Maturity,At Risk,0.4,2025-01-19,2025-01-25,Stakeholder Manager
PRJ00080,Procurement,Complete,1.0,2025-01-29,2025-02-08,PMO Lead
PRJ00080,Contractor Mobilisation,Complete,1.0,2025-02-22,2025-02-01,Programme Controls
PRJ00080,Outage Plan,Not Started,0.0,2025-02-21,2025-01-24,Engineering Manager
PRJ00080,Stakeholder Engagement,In Progress,0.58,2025-03-25,2025-03-20,HSE Lead
PRJ00080,Safety & Compliance,Not Started,0.0,2025-03-06,2025-02-03,Construction Manager
PRJ00080,Environmental,In Progress,0.71,2025-01-25,2025-02-07,Commercial Manager
PRJ00080,Resource Plan,Not Started,0.0,2025-03-06,2025-03-22,Stakeholder Manager
PRJ00081,Permits & Consents,At Risk,0.28,2025-05-24,2025-06-08,HSE Lead
PRJ00081,Land Access,Not Started,0.0,2025-05-04,2025-05-20,Stakeholder Manager
PRJ00081,Design Maturity,At Risk,0.27,2025-06-30,2025-05-30,Commercial Manager
PRJ00081,Procurement,Complete,1.0,2025-07-09,2025-07-18,HSE Lead
PRJ00081,Contractor Mobilisation,In Progress,0.3,2025-06-29,2025-06-22,Programme Controls
PRJ00081,Outage Plan,Complete,1.0,2025-06-21,2025-05-30,Commercial Manager
PRJ00081,Stakeholder Engagement,Complete,1.0,2025-05-09,2025-04-03,Commercial Manager
PRJ00081,Safety & Compliance,Complete,1.0,2025-05-06,2025-05-06,PMO Lead
PRJ00081,Environmental,At Risk,0.4,2025-05-11,2025-05-08,Engineering Manager
PRJ00081,Resource Plan,Complete,1.0,2025-07-09,2025-07-07,Engineering Manager
PRJ00082,Permits & Consents,Complete,1.0,2024-08-21,2024-08-02,HSE Lead
PRJ00082,Land Access,In Progress,0.76,2024-09-07,2024-08-28,Commercial Manager
PRJ00082,Design Maturity,Complete,1.0,2024-09-08,2024-09-08,Programme Controls
PRJ00082,Procurement,Complete,1.0,2024-09-01,2024-09-04,Stakeholder Manager
PRJ00082,Contractor Mobilisation,Complete,1.0,2024-08-29,2024-09-16,HSE Lead
PRJ00082,Outage Plan,Complete,1.0,2024-09-03,2024-09-04,Consents Lead
PRJ00082,Stakeholder Engagement,Complete,1.0,2024-09-18,2024-08-21,HSE Lead
PRJ00082,Safety & Compliance,In Progress,0.78,2024-08-26,2024-09-10,Commercial Manager
PRJ00082,Environmental,Complete,1.0,2024-08-06,2024-08-18,Programme Controls
PRJ00082,Resource Plan,Complete,1.0,2024-08-04,2024-08-19,HSE Lead
PRJ00083,Permits & Consents,Complete,1.0,2025-09-27,2025-10-04,PMO Lead
PRJ00083,Land Access,In Progress,0.77,2025-10-05,2025-10-14,Stakeholder Manager
PRJ00083,Design Maturity,Complete,1.0,2025-10-14,2025-11-03,Engineering Manager
PRJ00083,Procurement,In Progress,0.73,2025-09-28,2025-09-08,PMO Lead
PRJ00083,Contractor Mobilisation,Complete,1.0,2025-10-12,2025-09-14,Consents Lead
PRJ00083,Outage Plan,At Risk,0.56,2025-11-12,2025-11-05,PMO Lead
PRJ00083,Stakeholder Engagement,Complete,1.0,2025-10-09,2025-09-26,Stakeholder Manager
PRJ00083,Safety & Compliance,At Risk,0.15,2025-11-17,2025-11-12,Stakeholder Manager
PRJ00083,Environmental,Complete,1.0,2025-10-08,2025-10-16,Construction Manager
PRJ00083,Resource Plan,In Progress,0.28,2025-10-10,2025-10-12,HSE Lead
PRJ00084,Permits & Consents,In Progress,0.78,2025-03-28,2025-02-18,Engineering Manager
PRJ00084,Land Access,At Risk,0.28,2025-04-11,2025-04-13,Stakeholder Manager
PRJ00084,Design Maturity,Not Started,0.0,2025-03-24,2025-02-16,Commercial Manager
PRJ00084,Procurement,In Progress,0.78,2025-04-15,2025-03-16,PMO Lead
PRJ00084,Contractor Mobilisation,In Progress,0.3,2025-03-14,2025-03-23,Construction Manager
PRJ00084,Outage Plan,Not Started,0.0,2025-03-06,2025-03-23,Engineering Manager
PRJ00084,Stakeholder Engagement,In Progress,0.35,2025-04-18,2025-05-01,Programme Controls
PRJ00084,Safety & Compliance,Not Started,0.0,2025-03-13,2025-02-02,Commercial Manager
PRJ00084,Environmental,At Risk,0.42,2025-04-22,2025-04-28,Engineering Manager
PRJ00084,Resource Plan,Not Started,0.0,2025-03-12,2025-02-28,PMO Lead
PRJ00085,Permits & Consents,In Progress,0.32,2026-03-22,2026-01-18,Programme Controls
PRJ00085,Land Access,Complete,1.0,2026-02-22,2026-01-18,Construction Manager
PRJ00085,Design Maturity,In Progress,0.52,2026-02-20,2026-01-18,PMO Lead
PRJ00085,Procurement,Not Started,0.0,2026-03-21,2026-01-18,Commercial Manager
PRJ00085,Contractor Mobilisation,In Progress,0.75,2026-02-24,2026-01-18,Commercial Manager
PRJ00085,Outage Plan,In Progress,0.8,2026-02-22,2026-01-18,Programme Controls
PRJ00085,Stakeholder Engagement,Complete,1.0,2026-02-09,2026-01-18,Commercial Manager
PRJ00085,Safety & Compliance,Not Started,0.0,2026-02-18,2026-01-14,Construction Manager
PRJ00085,Environmental,At Risk,0.29,2026-03-26,2026-01-18,Programme Controls
PRJ00085,Resource Plan,In Progress,0.35,2026-02-26,2026-01-18,HSE Lead
PRJ00086,Permits & Consents,In Progress,0.33,2024-12-27,2024-12-29,Construction Manager
PRJ00086,Land Access,Not Started,0.0,2024-10-30,2024-11-18,Programme Controls
PRJ00086,Design Maturity,In Progress,0.23,2024-12-06,2024-11-07,Commercial Manager
PRJ00086,Procurement,In Progress,0.67,2024-12-08,2024-11-24,Commercial Manager
PRJ00086,Contractor Mobilisation,At Risk,0.39,2024-12-10,2024-12-28,PMO Lead
PRJ00086,Outage Plan,Not Started,0.0,2024-11-22,2024-11-09,Stakeholder Manager
PRJ00086,Stakeholder Engagement,Complete,1.0,2024-11-21,2024-10-27,Construction Manager
PRJ00086,Safety & Compliance,In Progress,0.69,2024-12-30,2024-11-27,HSE Lead
PRJ00086,Environmental,Not Started,0.0,2024-12-30,2025-01-08,HSE Lead
PRJ00086,Resource Plan,Complete,1.0,2024-11-02,2024-10-10,Programme Controls
PRJ00087,Permits & Consents,Complete,1.0,2025-04-04,2025-03-16,Consents Lead
PRJ00087,Land Access,Not Started,0.0,2025-04-29,2025-05-08,Engineering Manager
PRJ00087,Design Maturity,In Progress,0.5,2025-04-22,2025-04-16,PMO Lead
PRJ00087,Procurement,In Progress,0.45,2025-03-23,2025-04-08,Engineering Manager
PRJ00087,Contractor Mobilisation,Complete,1.0,2025-04-24,2025-04-14,Stakeholder Manager
PRJ00087,Outage Plan,In Progress,0.74,2025-03-26,2025-04-02,Stakeholder Manager
PRJ00087,Stakeholder Engagement,Complete,1.0,2025-05-21,2025-06-08,Commercial Manager
PRJ00087,Safety & Compliance,In Progress,0.45,2025-04-28,2025-05-09,PMO Lead
PRJ00087,Environmental,Complete,1.0,2025-03-25,2025-04-02,Stakeholder Manager
PRJ00087,Resource Plan,Complete,1.0,2025-05-17,2025-05-13,Consents Lead
PRJ00088,Permits & Consents,In Progress,0.2,2026-11-25,2026-01-18,Programme Controls
PRJ00088,Land Access,Complete,1.0,2027-01-18,2026-01-18,Construction Manager
PRJ00088,Design Maturity,Complete,1.0,2026-12-08,2026-01-18,Programme Controls
PRJ00088,Procurement,Complete,1.0,2026-12-15,2026-01-18,Stakeholder Manager
PRJ00088,Contractor Mobilisation,Complete,1.0,2027-01-22,2026-01-18,HSE Lead
PRJ00088,Outage Plan,In Progress,0.8,2026-12-03,2026-01-18,Engineering Manager
PRJ00088,Stakeholder Engagement,Complete,1.0,2026-12-30,2026-01-18,Commercial Manager
PRJ00088,Safety & Compliance,Complete,1.0,2026-12-14,2026-01-18,Commercial Manager
PRJ00088,Environmental,In Progress,0.51,2026-12-18,2026-01-18,Consents Lead
PRJ00088,Resource Plan,In Progress,0.73,2026-12-29,2026-01-18,Construction Manager
PRJ00089,Permits & Consents,Not Started,0.0,2024-12-22,2024-12-31,HSE Lead
PRJ00089,Land Access,Complete,1.0,2025-02-22,2025-01-18,Construction Manager
PRJ00089,Design Maturity,Complete,1.0,2024-12-29,2024-11-23,Construction Manager
PRJ00089,Procurement,In Progress,0.77,2025-01-12,2024-12-05,Consents Lead
PRJ00089,Contractor Mobilisation,In Progress,0.78,2024-12-30,2024-12-01,Stakeholder Manager
PRJ00089,Outage Plan,Complete,1.0,2025-02-13,2025-01-29,Engineering Manager
PRJ00089,Stakeholder Engagement,In Progress,0.41,2024-12-27,2024-11-30,Construction Manager
PRJ00089,Safety & Compliance,Complete,1.0,2024-12-24,2024-11-19,Engineering Manager
PRJ00089,Environmental,Complete,1.0,2025-02-25,2025-03-01,Consents Lead
PRJ00089,Resource Plan,Complete,1.0,2025-01-24,2025-01-14,PMO Lead
PRJ00090,Permits & Consents,In Progress,0.57,2024-01-21,2023-12-15,Construction Manager
PRJ00090,Land Access,Complete,1.0,2024-01-25,2024-01-06,HSE Lead
PRJ00090,Design Maturity,In Progress,0.53,2023-12-28,2023-12-21,Programme Controls
PRJ00090,Procurement,Complete,1.0,2024-01-01,2024-01-11,Commercial Manager
PRJ00090,Contractor Mobilisation,In Progress,0.57,2023-12-31,2023-12-31,Programme Controls
PRJ00090,Outage Plan,Not Started,0.0,2024-02-02,2024-02-22,Construction Manager
PRJ00090,Stakeholder Engagement,In Progress,0.4,2024-02-02,2024-01-09,Stakeholder Manager
PRJ00090,Safety & Compliance,At Risk,0.38,2024-02-15,2024-02-16,Programme Controls
PRJ00090,Environmental,Not Started,0.0,2024-02-21,2024-01-23,Stakeholder Manager
PRJ00090,Resource Plan,Complete,1.0,2024-02-24,2024-02-20,Construction Manager
PRJ00091,Permits & Consents,Complete,1.0,2025-03-17,2025-02-22,Programme Controls
PRJ00091,Land Access,Complete,1.0,2025-05-04,2025-04-21,HSE Lead
PRJ00091,Design Maturity,In Progress,0.54,2025-05-10,2025-05-05,Engineering Manager
PRJ00091,Procurement,Not Started,0.0,2025-04-10,2025-03-13,Consents Lead
PRJ00091,Contractor Mobilisation,At Risk,0.38,2025-03-13,2025-02-17,Consents Lead
PRJ00091,Outage Plan,Complete,1.0,2025-04-04,2025-04-19,Consents Lead
PRJ00091,Stakeholder Engagement,Complete,1.0,2025-04-24,2025-04-09,Engineering Manager
PRJ00091,Safety & Compliance,Complete,1.0,2025-03-25,2025-02-20,Engineering Manager
PRJ00091,Environmental,Complete,1.0,2025-03-04,2025-02-11,Programme Controls
PRJ00091,Resource Plan,Not Started,0.0,2025-05-09,2025-04-30,Engineering Manager
PRJ00092,Permits & Consents,Not Started,0.0,2025-07-23,2025-07-17,PMO Lead
PRJ00092,Land Access,Complete,1.0,2025-08-06,2025-07-01,Engineering Manager
PRJ00092,Design Maturity,In Progress,0.3,2025-09-24,2025-09-30,HSE Lead
PRJ00092,Procurement,Complete,1.0,2025-09-24,2025-09-26,Engineering Manager
PRJ00092,Contractor Mobilisation,In Progress,0.72,2025-08-07,2025-08-01,Commercial Manager
PRJ00092,Outage Plan,In Progress,0.47,2025-08-19,2025-08-03,Engineering Manager
PRJ00092,Stakeholder Engagement,In Progress,0.36,2025-09-07,2025-08-13,HSE Lead
PRJ00092,Safety & Compliance,Complete,1.0,2025-08-30,2025-07-30,Stakeholder Manager
PRJ00092,Environmental,In Progress,0.66,2025-08-18,2025-07-23,PMO Lead
PRJ00092,Resource Plan,Not Started,0.0,2025-08-24,2025-08-17,Stakeholder Manager
PRJ00093,Permits & Consents,In Progress,0.72,2024-01-29,2024-01-22,Commercial Manager
PRJ00093,Land Access,Complete,1.0,2024-02-14,2024-02-24,HSE Lead
PRJ00093,Design Maturity,In Progress,0.37,2024-02-07,2024-01-13,PMO Lead
PRJ00093,Procurement,At Risk,0.31,2024-01-18,2024-01-13,Consents Lead
PRJ00093,Contractor Mobilisation,In Progress,0.7,2024-01-22,2024-01-09,Consents Lead
PRJ00093,Outage Plan,Complete,1.0,2024-02-29,2024-03-03,Programme Controls
PRJ00093,Stakeholder Engagement,Complete,1.0,2024-03-20,2024-03-24,PMO Lead
PRJ00093,Safety & Compliance,In Progress,0.44,2024-01-18,2024-01-19,Engineering Manager
PRJ00093,Environmental,In Progress,0.57,2024-02-09,2024-02-28,HSE Lead
PRJ00093,Resource Plan,In Progress,0.37,2024-03-03,2024-03-13,HSE Lead
PRJ00094,Permits & Consents,In Progress,0.72,2024-11-29,2024-11-28,Stakeholder Manager
PRJ00094,Land Access,In Progress,0.3,2024-12-13,2024-11-25,Commercial Manager
PRJ00094,Design Maturity,At Risk,0.14,2024-11-18,2024-11-12,HSE Lead
PRJ00094,Procurement,In Progress,0.46,2024-12-04,2024-12-14,HSE Lead
PRJ00094,Contractor Mobilisation,At Risk,0.39,2024-12-19,2025-01-08,Programme Controls
PRJ00094,Outage Plan,In Progress,0.67,2025-01-15,2025-01-14,Consents Lead
PRJ00094,Stakeholder Engagement,In Progress,0.2,2024-11-14,2024-10-21,Construction Manager
PRJ00094,Safety & Compliance,Not Started,0.0,2025-01-12,2024-12-17,Stakeholder Manager
PRJ00094,Environmental,Not Started,0.0,2024-11-17,2024-10-10,HSE Lead
PRJ00094,Resource Plan,Complete,1.0,2024-12-06,2024-11-01,Consents Lead
PRJ00095,Permits & Consents,In Progress,0.61,2024-03-02,2024-02-25,Engineering Manager
PRJ00095,Land Access,In Progress,0.65,2024-02-06,2024-02-17,HSE Lead
PRJ00095,Design Maturity,In Progress,0.23,2024-01-01,2023-12-26,Engineering Manager
PRJ00095,Procurement,In Progress,0.66,2024-03-02,2024-02-06,Engineering Manager
PRJ00095,Contractor Mobilisation,In Progress,0.23,2024-01-30,2023-12-24,Consents Lead
PRJ00095,Outage Plan,Complete,1.0,2023-12-28,2023-12-04,Commercial Manager
PRJ00095,Stakeholder Engagement,Complete,1.0,2024-03-02,2024-02-24,Stakeholder Manager
